,Comments,Emotion
1607,rip tdp in ap,Negative
1609,what is the party that zeroes in on graves?,Negative
1610,no1leader ji cbn,Negative
1612,pora pooka bad find you veiyali color,Negative
1613,people have not yet forgotten that your atrocities are guarantees,Positive
1614,"bro, what are your eyes, when mingara tdp was in power, all the pillars in the villages were painted yellow.",Negative
1615,"sir, you should come again, the state should improve, jai chandran",Positive
1616,they are selling all the secretarial jobs and coloring them as govt jobs,Positive
1617,"no matter how hard you show, you still won't come li boy boy babu chandrababu",Positive
1618,govt job for 30 marks is bad,Negative
1619,cbn anna canteen ki ye color vesav,Positive
1620,"ntr did not steal the party, ra munda won by putting his own party, ra bolli",Negative
1621,"hey chandrababu naidu, don't you remember that last year your administration was called janmabhoomi because of politicians like you?",Negative
1622,puku munda,Negative
1623,ore phichi puku nayala put it on your face chetanayala a widow like you can't be cm in life,Negative
1624,no words for thappatana,Negative
1625,have you ever given zoom leader1 5 lax employment in your 40 years,Positive
1626,no one asked you to form janmabhoomi committees,Negative
1627,what are they talking about?,Positive
1628,"i know he is spending hundreds of thousands of crores on wall entries, secretariats, ration door delivery systems, waste systems.",Negative
1629,volunteers drowned you too sir 260 vote for tdp jai,Negative
1630,sachivalyam concept excellent waste speech,Positive
1631,nini namita life anta,Positive
1633,do you understand what you are talking about?,Positive
1634,orey pichiee nakodakaya apara munda koja ga cabin room radha room la pagidedu,Negative
1635,"avunu, you have given many jobs",Positive
1636,"don't you know that when tdp was in power, did you do anything to a worker except your leaders?",Negative
1637,"even for easy 40 marks, the job was given to the one who studied hard and was treated unfairly",Negative
1638,superb cbn,Positive
1639,pola eh lipka,Positive
1641,you cheated all the unemployed before showing first employment you cheater fraud,Negative
1643,"you did not give a single job, all the govt jobs were contract jobs",Negative
1644,mee varakshan has become a favor to vicercp,Positive
1645,"who gave you the power in 2014, jaffa babu, do you have any sense or the people will give it to you, come jaffa, how did you become cm without knowing it?",Negative
1646,the old man has understood that he is not a cm by birth and that is why he is talking about brain damage.,Negative
1647,ghmc elections ayipoyaka appointment letter posting orders all the best,Positive
1648,the layer is garbage,Negative
1649,chandrababu you are a seeker leadervi nee next to nee speech the crowd is a west crowd,Negative
1650,the cm who provided employment to a few lakh families,Positive
1651,power is given by the people,Positive
1652,still waiting,Negative
1653,the cabin is a big yard thief,Negative
1654,"you are enough, come, lord",Positive
1655,"orey gulaguba, it is not because of you that jagan is doing it",Positive
1656,jai tdp & cabin amaravati & polavaram & vizag with chennai industrial corridor & fadi's & gdp rates so saho chandrababu,Positive
1657,what you have done for 40 years is useless,Negative
1658,nimukanichandrapentacolouresthebaguntavuchandra,Neutral
1659,good son etc.,Positive
1660,jagan sir you are great,Positive
1661,"how many jobs did you give to uday bhaskar, that uday bhaskar can't even prepare the kaschan paper properly, all the mistakes, where will the people from the lower classes get better, jagan gave the unemployed at least all these things, there were times when he notified the district with a single post, why would he get a job, he said. which is",Negative
1662,pora peaks pulka,Neutral
1663,rai pooka shut up come munda nayala nuvuvka donga,Negative
1664,"those who are not patient enough to stand up and speak the truth, but now you will not even make a mistake again, but will you keep secretarial jobs? did you remove mom's lap? on today? will there still be apppsc jobs? if you come now, if you come babu, you didn't remember the word jabu. did you make a deal with chikadani khan and grace that rahul said the chocolate that is kneaded in jabu is delicious? answer these questions",Positive
1665,"even if the money we build is taken from it, it belongs to the people and the government has the right to use it.",Positive
1666,maya matlu inka workout vawan kaban sir jai kam jagan sir,Positive
1667,"babu maa jagan, there is nothing to do except you kiss 11 people, count the 12 seams.",Negative
1668,hello babu meeru adikaram lo unnapudu state mottham yellow ga marindani chudaleda appudu assalu neku matalade eligible ledu eppudu ma jagan anna chestuna pathakala gurunchi ne kumarudi ne manavadiki cheppukuntu undu malik kaludam babu,Negative
1669,orey sollu ga nv m ichhav ra jobs ma jagan echadavu,Negative
1670,don't belittle other people's abilities with your witty dog's tail. jaffa cabin,Positive
1671,babu is a thief with your mother's money,Negative
1672,sir tell me what you gave us,Positive
1673,you will give a job to the house and you will throw a fistful of last unemployment benefit.,Positive
1674,jagan created job opportunities and saved unemployers alot and saved people by his schemes he had habit of thinking about peoples welfare standing in promise why you are criticizing jagan unnecessarily your party will become weak !!!!!!!!,Positive
1675,big nest pora,Positive
1676,"pooka, you built it with your money",Positive
1677,you don't know how to read that too,Positive
1678,i hope we are happy even if we get this job,Positive
1679,"kadara said, ore daddamma, i will give you a job at home",Positive
1680,grama sachiwalam is a boon for sick people. good policy. please don't post any negative comments.,Positive
1682,what did you do? you stole it yourself,Positive
1683,sunny cup,Positive
1684,you don't have the guts to talk about cm jagan,Positive
1685,sir you have shown dots to disc students,Positive
1686,guys these are not the jobs u want to do it in fact these are labour work and u will be treated as a slave also there won't be any personal life and health left if u join this sachivalayam jobs,Negative
1687,you are the accused in the banknote case for ray's vote,Negative
1688,you have yellowed some of the electricity police,Positive
1689,gunta nalla bolli naaa stupid jobs creat chesaru adi employment ante mental vedava nee time lo colors veyaleda nuvvu mee amma babu ki pudithe cheppara vesukoledani,Negative
1691,"yes, chandrababu garu speaks well about the inability to give jobs",Positive
1692,as a big leader u should not critise an employee,Positive
1693,change now sir,Positive
1694,there is also a menu among those who have suffered and given 1000 rupees as compensation.,Positive
1695,have you flipped all these posts during your 14 years as cm and why are you talking now?,Negative
1696,"if you don't have a job at home, say 2000 jobs, but how many people have you given employment?",Positive
1697,who gave yellow color to panchayats in tdp govt??,Negative
1698,this boy posted 2 posts to the lentil room and gave them a big ticket. last 5 virus,Positive
1699,you have to change,Positive
1700,"you can't eat anymore, munda widow, you were born in our state and became an ambassador of poverty. waste my son.",Negative
1701,jagan hero sir good leader,Positive
1702,"sir, that's my life. no one else can comment without sync.",Positive
1703,cbn gariki jobs ivadam chetha kadu anna prathi okariki hyderabad lo ivala entha employment undhi dhani contribution cbn garu kada chesindhi? grama sachivalayam jobs ivadam manchide kani valla jeethalu govt dabbulu lo nunchi pay cheyali ade hyderabad lo laga private sector develop chesthe employment peruguthundhi asale nashtalo unna mana ap govt meeda burden padadu,Negative
1704,all those who have posted comments here should remember that they are our representatives and we should not insult them.,Positive
1705,nuveen m peekala now jagan has made it without umployedan,Positive
1706,"chandrababu jagan sir, jai jagan, did you give other jobs then?",Negative
1707,government chaala money waste chesthundi volunteers kosam hadavudi thappa avineethi nirmulana ledu fraud chese vallaki gourava vethanam enduku? salary penchamani demand cheyadam china work pedda work ga create cheyadam kramasikshana vundadu maku correct information vundadu poni seva cheddam kada and volunteers ga join ayina vallani correctga work cheyanivvaru anduke join ayina one week lone maanesthunaru konthamandi,Negative
1708,sir volunteers avineethi nirmulana cheyadam ledu y s r cp nayakulaki nachevidamga chesthunaru forms and verifications lo property vunna vaallaki ledu ani poor ani fill chesthunaru and monthly income 30 000 vunna vaallaki 4000 ga change chesi vrasthunnaru and ysr cp nayakulu mechukovadam kosan vallaki nachela chesthunaru there is no honesty,Negative
1709,hi nene sir,Positive
1710,"and what are you doing? if you talk like this, what can you do? more than this, what can you do?",Positive
1711,"vare eri pwuwa your naga did not deceive jagan sir, every vakkaru jai jai jagan",Positive
1712,"sir, you should wear the veenas",Positive
1713,let the night alone think of what she is saying,Positive
1714,"40 years of history, what did you give to umployment?",Positive
1715,i love jagan sir,Positive
1716,"not words, naidu sir, where are the jobs jagan sir, jai jagan will do it chebbit dee",Negative
1717,ni ahankaarapu vyaktitwame ni patanaaniki karanam ap prajalu chepputho kottaaru ninnu siggu saram lekunda kovvekki maatladutunnaav okka udyogam ivvadam chetha kaadu gaani ichina vaarini tappu ga maatlaadatava? thu,Negative
1718,thu nibathuku cbn,Negative
1719,"first, stop those parties from putting party colors on their government offices",Negative
1720,"all the jobs given by you brothers, thief brother, now there is hope for our unemployed, you brothers steal",Negative
1721,"sir, learn to speak kabin garu",Positive
1723,"when you die, we will put it on your grave.",Positive
1724,what did you do to the people before?,Positive
1725,apu babu nv first,Positive
1726,duplicate cm,Negative
1727,the old fox mally ycp used to come,Positive
1728,"sir, you can't do jobs like cheesy",Negative
1729,"if you find those who do not give, they will talk like this",Positive
1730,4o year indersti,Positive
1731,nv oka waste fellow,Negative
1732,cm chandra babu is the only one who is correct,Positive
1733,orey abn dog you ne babu lahoot meetings s,Negative
1735,the layer is your thief baba,Positive
1736,you are the one who gives,Positive
1737,there is no shame in losing the nee shows,Positive
1738,super wasp,Positive
1739,you are giving names to those who give jobs,Positive
1740,"the idea is our work from now on, the four of us, the four of us, the jokes, the applause of the four, happy retirement.",Positive
1741,chitta lanjakoduku chandrababu,Positive
1742,likes<dislikes i e cbn,Negative
1743,tdp will not be seen in next 2 years. talking about tdp in the previous generations means that mnt chandrababu will not be seen. babu's life is over.,Neutral
1744,there is no such thing,Negative
1745,"when you are there, at least tell us that we will provide job opportunities to the unemployed",Positive
1746,you also need to switch brother from tdp to ysrcp,Positive
1747,siggu leda chandrababu,Negative
1748,55000 posts were sold,Negative
1749,"not a single positive comment in 802 comments <a href=""http://www youtube com/results?search_query=%23%e0%b0%b8"">#s</a>been domination peaks",Neutral
1750,don't waste your time and apply for vissar pension first,Negative
1751,it would be good if abn's channel is banned on youtube as well,Positive
1752,"if you look at the comments, you will understand how much of a following babu has",Positive
1753,ni 40 years madichiri---- loo find out macmod,Negative
1754,"don't you like it when someone does something good, babu, what have you done to make the employees cry?",Negative
1755,em pekinau jagan's rule and learn,Positive
1756,"there is politics for 40 years, when a young leader became the cm before seebam, the cabin lost his mind, he claims that all the ideas are mine.",Negative
1757,didn't the people tell you that you didn't come?,Negative
1758,ra nuvve ra babu is the great man who says he will bring the olympic event to andhra,Positive
1759,"sir, i don't know if you will get a job or not, but the drought will definitely be avoided",Positive
1760,brainless babu gave people the power with 153 seats,Positive
1761,"before neela three months, people were not given fennel",Negative
1762,it's not just telling the truth but not showing it,Positive
1763,pora tikka pu**da,Negative
1764,how much money are the secretaries cuttinwhav govt money is not like you babu age is too much i think your mind is lost go and sit in a little ak,Negative
1765,there is no more thief cm in the world than you jagan has given about 5 lakh jobs so far this is very useful for the poor family that's why you are suffering so much chandrababu you don't want the middle class people to get better that's why you will stand as the worst cm in history,Positive
1766,poar laftu lacha cbn lucha,Negative
1767,pappu pappu ga apar babu chetanna,Negative
1768,you will give me a job at home,Positive
1769,let's get tired,Positive
1770,rotta lanjakodaka,Negative
1771,making comments is difficult to give easy jobs,Positive
1772,rip abn,Negative
1773,sir meru em cheyaledu chesina vallani antam kadu sir appudu meru chesi chupincha valasindi meku ichhina 5years ni me avasaralaku utlatunnaru ippudu jagan sir nijam ga village ki 10 job isthunnaru me madiri ganey intiko job ani thappudu hamilu ivvaledu ivvaboru kuda sir meru mataladuthunnaru jagan sir kosam,Negative
1774,west cm cbn,Positive
1775,why robin does such campaigns is anyone's business,Negative
1776,"you have given one job to my family, but you have given three jobs to my son, you are a poor person.",Negative
1777,your totally wrong jai jagan,Negative
1778,"lanja kodaka panchayat secretary jobs are not given, come here",Negative
1779,"stop it, babu, you forgot what you did, babu",Negative
1780,west fellow cbnq,Positive
1781,pora puvva,Neutral
1782,"ed was given 23 seats and didn't understand. a bncb doesn't mean much. even if that channel was banned in andhra pradesh, there was no shame even after playing it on youtube, ed was not ashamed.",Negative
1783,are you afraid that what you are not eating is eating next to you?,Negative
1784,likes vs dislikes both r equal hope so dislikes will more then atlest he knows he is talking wrong about the jagan gaaru,Neutral
1785,"shame on you, no one else should do that",Negative
1786,a monkey without a goat can swim,Positive
1787,ohoo!! that's why most of the abn videos will not have enable for comments understood from these comments,Negative
1788,comedy behind,Positive
1789,"the concept of village secretariat is good sir, if you come next time, please spend similar plans sir.",Positive
1790,re yerri exit ga pora,Negative
1791,first time i dislike vedio,Negative
1792,apandi sir mee vimarsalu emanna ante 40 years antaru meeru gelichina poddu nunchi have you given 10 000 jobs,Negative
1793,e concept lu anni cbn and abn live,Positive
1794,"if tdp party comes, your yellow color will come ysrcp, people will yadavala in the middle of their color.",Neutral
1795,who gave nick ah adikaram says what if jagan is the cm,Negative
1796,polavaram tour ki govt money todu people nee thi soo koo ni babu gaunu gurtan tha 40 years cabin garu,Negative
1797,"do you make such comments when jobs are not given, no matter how many times you compete, people will give you the right answer, get ready for that.",Negative
1798,buy buy baby,Positive
1799,ammmuvoo,Positive
1800,dengita shape out avtaw lanjodaka,Neutral
1801,orei boku congress then tdp rep,Positive
1802,"directly ask, who is the set of people like you in the society?",Negative
1804,"ray, give me even one job, you have no shame, young man",Positive
1805,form block,Positive
1806,he can't stand the person who gave him the job,Negative
1807,dongalu anii donge chepithe comedy ga undhii babu chalu ni vesaluuu enka ekkuva ayyaiiee joker aendhii chaladhaa wait nd see evaru em avutharooooo nii mukam ki rangu eppudu vesukone untavv kadha asaluu rangu bayatapaduthundanii apuu ni solluuuu,Negative
1808,not even a single job when nv is there,Negative
1809,"and everywhere in tdp govt, there were only blue, yellow, green, and green cowers.",Negative
1810,"sir, how many jobs did you give then sir?",Positive
1811,chandrababu garu pls wait and see mee la kadhu jagan anna emaina chesi chupistharu meru 20 thousand ki dsc announce chesi 7000 ichharu dhaani ki n yam cheyyaledhu adhi me talent,Positive
1812,areyyy govt employees salaries budget ni pasupu kumkuma ki ichav dheni kanna inkem cheppalrnu nee story neeku dhammunte malli gelavara chuddam notification ivvadaniki alochinchevadivi neku sachivalayam gurinchi matlade arhatha ledhu,Negative
1813,"there are no clouds in the sky saying that there are jobs, but they have proven that they are giving jobs called jagan",Positive
1814,concept where acharna ysr di,Positive
1815,can't hit like comments,Negative
1816,utterflop systems grama volunteers failure madhyapana nishedam failure gramasachivalayala?? party office laa?? grama volunteersaa?? party karyakarthalaa?? yento ee cm party promotions lone unnadu prajalni pattinchukovatleduu i hate politicians british vallunteney baagundedemoo,Negative
1817,"you are talking a lot, how did your government turn yellow, babu garu, stop your jealousy and serve the people. pls serve the people.",Positive
1818,there is no way to get a single job,Negative
1819,grama sachivalayam ysrcp building kadhura lucha vennupotu chandrababu adhi prajala avasaralu teerche devalayam niku inka gudha balupu thaggaledhu prajalu ninnu asahyinchunkuntunnaru,Positive
1820,"ray's beard is true, if i look at you, i will laugh madly, you have failed in getting jobs.",Positive
1821,she said the phone was hot while talking with a stomach ache,Neutral
1822,"you are asking if your government will be there again because you have lost completely, you will not change your mind, if chandrababu garu set up secretariats with the intention of taking the governance to the people, who asked you, this is my 40 years of political history.",Positive
1823,jagan forgets that the cat's beard should also be colored,Neutral
1824,apandi babu garu,Negative
1825,if you put it on your face and the color is clear then you are 40 years old then you have lost to our pictures which are not even 40 years old then your experience is useless.,Negative
1826,babu got the full mind that he wanted to buy till now,Positive
1827,he did 40 years of m,Positive
1828,"you don't let those who do it do it, cabin",Negative
1829,we don't want your suggestions ur worst cm in the country we are completely opposing that is reason why u got 23 seats remember that sir,Negative
1830,cabin why do you cry and go and teach your chota bean telugu,Positive
1832,po ra eri poova when you are m payup,Negative
1833,ee yerripuku inka matladathume undadu ulfa gadu orey rtc buslaku telugu velugu ani peru pettindi nuvvu vatiki yellow borders vesindi nuvvu chandranna thofa chandranna kaanuka chandranna bheema ee vidanga yevvarido party aite neeperu nee party colorlu vesukuni thirigindi nuvvu yerripuku naa kodaka,Negative
1834,is there any man left?,Negative
1835,"he is extending what is not yours, but your money",Negative
1836,"pora pooka, you have not gained any experience by giving a job, but tell your money to lokesh.",Positive
1837,"babu, don't tell mom",Positive
1838,"after 40 years, what is the payup?",Negative
1839,cheei na desh ga nw marao ra tuuuuu na kodaka,Neutral
1840,"mt babu is the color of the canteen called the green flower, not the chief ministers, but the prime ministers",Positive
1841,"it's near the time when choochchandaya will be gone. anchor those who do good, but don't bark at dogs.",Positive
1842,abn chandrababu bajana appu abn,Positive
1843,"he doesn't serve the people, he doesn't give jobs, he doesn't appreciate the givers, that's why the people gave him a clean sweep.",Neutral
1844,peekau le went to mo da guru,Negative
1845,"babu said good bye to you even if you don't know how to work, even if you watch and learn",Positive
1846,"why are you twisting your hands like this? if you don't do it like this, you will have to paint your house in hyderabad with ysp flag colors. bring your tears and talk. you have pushed the state into debt and emptied the treasury. you have not done it yet. remind me for once to turn off the comments on your kozza channel abn. look at those comments, chastarra, your radha god gave you a chance to become good and live a good life, but if you or i do good deeds, you think he will give you life.",Negative
1847,go and see the face of adam,Positive
1848,even commenting about you is a waste of time for me,Negative
1849,"india's development has gone back 40 years. books, these 40 years in industry are written by gadi valla.",Positive
1850,"at age 25 but the cabin is a seam, it was known in the yellow saffron time, i don't remember anyone before, he also used to talk about jobs.",Positive
1851,"even after all this happened, how can babu garu be able to speak in front of people without shame? hatsoff, abn bhajan is good",Positive
1852,destination of,Positive
1853,"you make a difference among those who implement it, dirty ga",Neutral
1854,"dad, i can't find words to curse you even in oxford dictionary",Negative
1855,why come with abn babu?,Negative
1856,"if you are coming in front of the media with that face, you are proving that it is possible for you to live without shame. 40 years industry",Positive
1857,40 years in industry result : 23 date upcoming 5 years tdp will be ended,Negative
1858,"you don't understand what you're talking about, you're the one who hasn't quit a job in 5 years",Negative
1859,chandranna doesn't do good to the people but someone else does it that is cbn,Positive
1860,"hey bollu, you still don't have a chance to become cm.",Positive
1861,"what's wrong with you, you son of a bitch, you don't give jobs, why are you giving us money?",Negative
1862,cbn your waste candidate in tdp ruling time how many jobs given matalo thappa chethilo undadu sir meku 40 years experience senior leader garu mee hamilu emaina in tdp govt,Negative
1863,miru okka job kuda ivvaledhu meeru matladuthunnaraa ???? 1 26lk jobs ki 20lkhs apply chesaarantey mee government lo yentha unemployment undho okka sari aalochinchandii miru unna 5 years lo dsc kuda sarigga fill cheyyalepoyaaru jagan sir vachina 4 months lo ne yentha mandhiki jobs icharo chudandi,Negative
1864,darty cbn abn,Positive
1865,there is no chief minister who is more than you in officially deceiving people in the state,Negative
1866,"apara baba, your suit has given someone a job",Positive
1867,anti babu anni job lu ichhav nuvvu nuv anthe mari maravu nuvvu yakkadina anyayam jarugithe adugu jagan ravadam valla chala family's lo velugu vachindhi cheda dhobbaku next time nuv poti cheyadam kuda waste velli gaddam gisukoni ne manavadni aadinchuko pooo,Negative
1868,you have given a lot of jobs and you should think a little bit to say this,Positive
1869,so many fraudulent papers were leaked,Negative
1870,"don't say 40years one more time because of re pookuna kodaka, you will be kicked with a shoe.",Negative
1871,"chesundeshu saru, those posts were started when your government was in the government.",Positive
1872,"you don't even have a single positive comment, how can you talk like that?",Negative
1873,ne brathukki okkati ante okka govt job ichava asalu unemployed persons tayaru chesindhe nv contract basic ani goddu chaakiri cheyinchukuni vodhilesav nv malli ippudu cheppadam thu,Negative
1874,"babu, you put it in cemeteries too",Positive
1875,arri pulka mari anna canteen ki aa kalar vasavu,Positive
1876,"these jobs are not newly created but the concept of local govt is a very old concept also followed by gandhi, don't forget that.",Positive
1877,the whole box itself,Positive
1878,pola idyll,Positive
1879,orei seibam ga tu marao ra,Negative
1880,nv marawaa manishayanaa is the worst fellow,Negative
1881,"hey jaffa, you're a dog with fur",Positive
1882,"if the fox is all yellow, i am a stupid fool. the fox of this day is my son's vote.",Negative
1883,alas babu frustration,Negative
1884,babu was distraught by the crushing defeat,Negative
1885,cbn - the worst politician in ap state history,Negative
1886,secretariat jobs were mostly given to jagan's party,Positive
1887,"<a href=""https://www youtube com/watch?v=2nwwvplva0u&t=1m08s"">1:08</a> prajalu iccharu ayanaki adhikaram mi mundara cheppatlu kotte vallu kuda ayanake vote esi mimmalni chitthuga odinchinolle chese manchipani ni mechukokapoina parvaledu thakkuva chesi egathali cheyoddu 1 3 lakhs approx jobs kalpincharu chalamandi bagupadabothunaru andhulo kuda thappu paduthunnarante meeru enthati vallo ardamavtundi em matladalo theleka ededo matladtunaru enthasep nakintha anbhavam undi adundi idundi antaru thappithe ilanti manchi pani chesina anubhavam leni vyakthi ni mechukukunda thappu padtunaru you are the worst politician we have ever witnessed no wonder why you were swept clean in the elections",Negative
1888,2024lo horse bye bye babu bye bye pappu horse,Positive
1889,"i will tell my brother jagan to give you 70 years of life, don't cry",Positive
1890,sir tell me how many jobs you have given before,Positive
1891,did you get jobs??,Negative
1892,"what is the use of them, babu?",Positive
1893,5 years em pikav,Positive
1894,i am not ycp but secretariats are a good concept,Positive
1895,all the jobs are for those of your caste,Positive
1896,what did jaringidi do in the administration of 100,Positive
1897,"what did your jagan do, secretariat jobs are all fraud, don't you talk about chandrababu again",Negative
1898,and job's avaldukane press meet patte sollun choutunnavu panekimlena yada,Positive
1899,waste fellow of ap cbn,Negative
1900,"it is not her, kozza, who is the real thief",Negative
1901,orei useless fellow tell me first how many govt jobs given from 2014-2019,Negative
1902,ah buildings you babu gadi money to kateva ra pilli gaddam ga,Negative
1903,nuvvu oka national leader ani cheppukuntav koncham aina siggu undaa neeku oka national leader intha worst gaaa evaraina matladatara ninnu chusthe suicide chesukovalanipstundi nee antha worst politician ee world lone ledu,Negative
1904,5 years a me pika layvu,Positive
1905,151 seats,Positive
1906,people gave,Negative
1907,babu samadhi ki vayasatmu,Positive
1908,babu 420,Positive
1909,pora jafa ga jai jagan anna,Neutral
1910,"dislikes are equal to likes, which means how much more imd you can win",Neutral
1911,our house owner tdp from 40 years their son got a job and still you said nothing it will be a comedy pilses retire from politics tdp party already died in up,Negative
1912,nav marwa babu,Negative
1913,chandra babu naidu good leader tdp,Positive
1914,where did you not put your yellow color???,Negative
1915,"shut up as if your scene is over, guru, why are you an energy brat?",Negative
1916,gone is the ritual of people going around janmabhoomi committees like madmen,Negative
1917,"stop babu, your 40 years of industry, you will give your promises in the last 6 months, why are you summer for the canteen?",Negative
1918,"i am asking, brothers, tell me, have you seen a politician who is worse than me?",Negative
1919,babu was silent after seeing the comments,Negative
1920,see the comment chandra babu,Positive
1921,you die real hero: yes jagan guru,Positive
1922,you in this world,Positive
1923,jai jai jai in this world,Positive
1924,"before roy, chandra babu did not have that job, but he gave jagan",Positive
1925,a proper leader or seebum became seem,Positive
1926,sir 40 years namasthe sir,Positive
1927,"babu garu is showing you an impossible task, see it and then see the color",Negative
1928,nor muyu ra yadava,Negative
1929,aren't you dead yet?,Negative
1930,chandrababu naidu not suitable to service the people bad politician telling lies,Negative
1931,dsc evvamani adigithe aanadu police lu kottinchaow alanti varthalu abn chupinchadu cbn bajana chesthundi waste chanal one lack thirty thousand posts vesaru kanisam aa visayalu cheppandi cbn cheppe sollu chebuthunnaru koddigaina marandi prajalu harsistharu,Negative
1932,11seams followed the trend but jagan set the trend,Positive
1933,jagan super in all,Positive
1934,people gave power to jagan sir,Positive
1935,your life is like laughing without shame,Positive
1936,sir we will raise our hands to you we need job to survive we got it stop this dirty politics better quit from politics,Negative
1937,vice jagan j showed life,Positive
1938,"it is the chief minister ys jagan who has given government jobs, not the cm who says that it is a job for the family",Positive
1939,ray kozza has done something to my son during these 5 years.,Positive
1940,née mohani ki pasupu kunkuma ruddaru gurthupettuko,Negative
1941,"stop lying sir, no one is as red as you to believe your words",Negative
1942,"jagan is doing what you can't do, bad cabin",Negative
1943,stomach ache,Neutral
1944,420 the face is the same,Positive
1945,your political experience can't respect public opinion,Negative
1946,hi 40 years industry,Positive
1947,the cm who cannot give you a job in 5 years is talking about the cabin,Negative
1948,can you build a cabin with money?,Negative
1949,"you said that if you want to get a job, babu should come. in andhra pradesh, which is a job, you gave it to your son. widowed jagan is great.",Positive
1950,"it's a pity that the word that the cabin has climbed the mad peaks doesn't mean 40 years, that's why people sit at home for 40 years, le babu.",Neutral
1951,babu aapara,Positive
1952,"along with you, the sons of this abeen broker lanja are different",Positive
1953,"i can't even give you a job, you talk about pictures, you vile bearded man",Negative
1954,avuley stop ur word's stupid fellow jagan doing good,Negative
1955,tell niki and give grama sachiwalaya jobs,Positive
1956,"40 virus 1 lakh jobs don't forget reddy's child there, don't forget the page of your politics is torn, change yours and do better.",Negative
1957,you deserve to speak badly of those who do not give jobs,Negative
1958,"if you don't give jobs, is it wrong for education ministers to give jobs to the uneducated?",Negative
1959,very bay chandra not black neraveradu,Neutral
1960,you should not change till end,Positive
1961,comments are too crazy to read,Neutral
1962,nv should say ae pativrata ethics,Negative
1963,inka marara cbn and abn,Positive
1965,"did you give even one job to the unemployed people except your son? 40 years industry, don't you even know who gave you the power? people gave it to you.",Negative
1966,"sir, i am your fan, but please tell me how they are supporting their activists, you are development development.",Positive
1967,sir govt money anede peoples ki use chestharu not for contracts what a experience sir,Negative
1968,ekib kukalara who tried the mouth,Negative
1969,"in 40 years, i begged you to be in the bazaar",Positive
1970,yay telugu country,Positive
1971,babu has said the truth,Positive
1972,vastyugadu vodka,Neutral
1973,"increasing age is not enough, chandrababu, there has been only one scam in the last 5 years, please prove me and give me my vote.",Negative
1974,jagan cm is best cm for poor people,Positive
1975,mee unlikes chustune artham avtundi ra prajala teerpu mee channel lo almost 50per unlikes vachay poyyi intlo manavallatho adukondi sir jagan vachadu maa uri cheruvu nindindi anthaka mundu mee govt lo okkasari kuda kanisam 10 mins rain padindi chudaledu ipudu varshame varsham nenu idi jagan meeda prematho cheppindi kaadu oka raithu kodukuga cheppindi enni rojula tarvata maa nanna face lo happiness chusano sir cm jagan gaaru meeru 100 years brathakali sir,Negative
1976,mere babu garu wears it on his body,Positive
1977,40 years or 100 years you will get jobs sir,Positive
1978,"sir, you don't give jobs, you can't stand these people",Negative
1979,the face of the cabin room was slapped and beaten and given 23 and still no shame,Negative
1980,he is still talking after the power is gone,Positive
1981,it's people's money that you didn't pay,Negative
1982,nvu gudhamuy oka job ivvadam radhu kani moddalo nithulu ne 40 years madichi gud lo pettuko a pacha media vedi sanka nakadaniki thappa prajalaki manchi cheyadam telidhu bloody politician,Negative
1983,your 40 years of experience is stupid,Negative
1984,"they should remove the cabin guy and beat him, there's no shame, still babu hasn't got a single job. use salt and pepper.",Positive
1985,"sir, whatever it is, sir, we have got a job and they are happy in our house, please note that, sir",Positive
1986,better to understand now itself whats wrong with you and party otherwise no longer party will soon in ap,Positive
1987,"have you not got your mind yet, you can tell me by holding elections again because of giving jobs but you have no chance to talk like this, worst fellow.",Negative
1988,you have no shame babu chi chi aina 40years you have got a single job utchava up,Negative
1989,"show him, babu, don't leave him like that, he will become crazy",Positive
1990,"sir fingers work, looking at the tiger",Positive
1991,"sir, you gave ropes to the thief",Positive
1992,wonderful explaination sir,Positive
1994,can't give jobs shut-up your mouth,Negative
1995,jobs ivvadam me valla kaledu the comments cheyadam you did as cm talk in that way don't lost your value,Negative
1996,a peach in a drum,Positive
1997,the color of your graveyard is also the same,Positive
1998,"we have made dots in the governance of the cabin, there is not a single notification, the secretariat idea is jai jagan",Positive
1999,jagan gadu 420 donga,Negative
2002,"if you fight, fight for special status. don't make such bad comments for good work. it's called 40years industry. don't know what to say.",Negative
2003,"it will not change yet, babu",Positive
2004,where is the job for thief seebum denga babu's house where is seebum the thief,Positive
2005,waste fellow,Negative
2006,"if you win in 2014, you will give a job to the house, sir, what else? if you still can't find it, give it to us",Positive
2007,"erri pooka, how many jobs do you get up and say, i will give you one job at chachav's house.",Negative
2008,we can't give you jobs but our stomachs are ready to rumble,Positive
2009,what else could you not requite?,Negative
2010,rip sir,Negative
2011,"they say who gave it, people gave it to us, 151 to you, 23 to close it",Negative
2012,nevvu marrava era nevvu 5yrs rule chesav enni jobs echav ra nee koduku chetha gadi ki echav chetha kani pappu gadi ki vachina 3months lo 4lacs jobs echadu jagan garu neeku age iyypoindi next nevvu wheel chair lo untav cm chair lo kaadu kukka la maatladaku bolli babu,Negative
2013,ponle is not happy,Negative
2014,evm cm 420s,Positive
2015,tdp support person also got job,Positive
2016,ji,Positive
