,Comments,Emotion
2736,amma divya vani nekamo breed kaputa venuu ne manish vana kasht roja math too vinu plz,Negative
2737,what the roja madam said that is correct,Positive
2738,modi desaniki chesina anyayam kantey mi chandranna andra ki chesina anyayame yekkuva roja lanti mukku suti manisiki samadanam chepaleka ninu party loki tisukoni script dialogue lu chadivistunada mi chandranna ipudipudey vachav kada party loki tdp taste teliduley,Neutral
2739,meku ma full sport rojagaru devya vani,Positive
2740,rosa had no time to speak,Negative
2741,roja is talking about truth,Negative
2742,pikinva te divya vani,Positive
2743,"divyavani, why do you put money into it if you get it?",Negative
2744,"do you preach the gospel in the church, divyavani?",Negative
2745,roja like love u like,Positive
2746,"dove knows about the movie but meeja is fighting with you. if dev is talking about you, you don't know.",Positive
2747,he was attacked by moscow,Negative
2748,vamo the wild vani fyre,Positive
2749,it should be known that nti madam nv is in tdp,Positive
2750,the crab is a roe,Negative
2751,tdp firebrand not working,Negative
2752,"you don't have the guts to touch roja, divya vani",Positive
2753,crazy scripts can be given once in a while by those who develop so much,Negative
2754,loveda red,Positive
2755,why roja garu will then leave his mouth,Negative
2756,divya vani varest,Positive
2757,"roja is the president of the mla women's section of the party, she is speaking because she knows the sufferings and hardships of women in this state, but if someone like you writes a script, you will not read it and go away.",Positive
2758,no money only dummy cheques yes roja is 10000% correct,Negative
2759,dwakra vaallu pichivaallu moorkuli ani roja gaaaru ekkada sambodhinchaledhu mari ala chesarani dushpracharam divya vani gaaru chesthunnaaru adhi kooda scripted notes choosthu,Negative
2760,divyavani mostly vagaku your senior kavita vakka time together and then decide to say nothing,Neutral
2761,speaking to divya vani is also forbidden,Negative
2762,"what did roja say, navemi, what are you talking about?",Negative
2763,"if you want god to serve you, are you chanting chandrababu bhajan? good",Positive
2764,vashe vani nekenduke hituvani over kalata pove porambu boku dana roja correctu,Positive
2765,"divyavani, politics is useless for you",Negative
2766,good gob roja garu,Positive
2767,where has this bitch gone so far?,Negative
2768,"mt 10000 should be given at once. if one does that, will this fast be stopped and then the money will be chattered.",Negative
2769,"divya vani garu, you seem to have practiced bhajan well, why didn't you waive 5 years of dwakra, please answer first.",Positive
2770,roja must be very sad to hear her words,Negative
2771,nannapaneni nu tittadaniki renuka chowdhary renuka chowdhary nu sabitha indra reddy etc varini tittadaniki roja nu ippudu roja nu tiitadaniki peethala anitha sadi inka nuvvu repu ninnu tittistadu boothulu koncham adupulo vundi matladu,Negative
2772,we love tdp red vulgar matalu vulgar acting,Positive
2773,loj kunj malli read ni moham mand karridana,Negative
2774,"what is the topic, divya vani, where is the reply?",Negative
2775,roja garu super,Positive
2776,super roja garu,Positive
2777,"what is the incident in raptadu constituency i.e. during the distribution of these dwakra cheques, they are offering milk to babu without taking an oath?",Negative
2778,who is giving money?? are you???,Negative
2779,"who hasn't done what jagan has done all these years, all thieves",Negative
2780,fraud fraud tdp leaders,Negative
2781,amma divya vani's script does not match well,Neutral
2782,jappa media,Positive
2783,tdp donga party,Positive
2784,"amma divyavani, your words are not true, mother",Negative
2785,is mallipulla rani back?,Negative
2786,if you speak speak the truth divya gary as a woman understand the plight of sati women and also don't do anything with money madness,Positive
2787,jai rosamma,Negative
2788,"roja, you cry out and do divine work",Positive
2789,"there are no films, nothing, scripts, preparation, waste speech, what are you looking for?",Negative
2790,race by taking one lakh crores looted by jagan mohan reddy,Negative
2791,irene legg is the religion of you,Positive
2792,"roja said, ""super divine, how many people like him have come, this time jagan will win.""",Positive
2793,"roza you don't go and get in the way, the ladies will beat you up",Positive
2794,"learn telugu first, you have no right to blame roja for your style over action, before yadav you can take your own life.",Neutral
2795,why are you doing politics instead of doing jabardast show?,Negative
2796,amma vani chalu tu ni sodhi we know who to vote for mere mere,Negative
2797,learn to speak in front of madam divyavani,Positive
2798,massage babies,Positive
2799,my iron shaver is like a bicycle,Positive
2800,roja garu % correct divya vani garu you have a lot of prescription please reduce it a little bit good d,Positive
2801,"you are not applauded by yavaramma's mother, she beats you with sandals, where have you been for four years, vani",Neutral
2802,divyavani seems to be teaching a pastor's bill,Positive
2803,"the script is good, tdp ma'am",Positive
2804,i like you roja garu,Positive
2805,divyavani speaks as if the pastor's speech in english has been converted into telugu. roja is on point and clear.,Positive
2806,it is as if divya vani has read the script,Positive
2807,red right,Positive
2808,roja superrrrr,Positive
2809,"loan waiver is forgotten, new drama, yellow saffron blob, flowers, sarees, jackets, send to tdp leaders, they will be set.",Negative
2810,"how much did babu pay you? baby, come out and look",Negative
2811,"you are saying that there is no help from the center, modi is saying that i am giving a few thousand, a few thousand crores, hundreds of crores, and who is going to pocket all this?",Negative
2812,hoi divya vani cho cho chokolate kawala,Positive
2813,what will babu do if central does not give the budget that zip lava will talk about,Positive
2814,divyavani you serve god leaders are there to serve the public,Positive
2815,mom mother stop my sister,Negative
2816,yes it's true maphi chesthamani mosam chesaru eppudu vesina pasupu kumkuma amount kuda loanki link pettaru dhanivalla loan lenivallu unna vallanu mee valle maku amount ravatledhani thiduthunnaru godavalu thappa a use ledu a amount valla,Negative
2817,"no support from modi means if babu's company worked properly earlier, all the supports would have been there",Negative
2818,roja is corect amma divyavani garu dvakra mahilalani pichollu analedu me cbn picholalaga marustunnadu ani cheptunnaru neku em telusu pasupu kunnkuma emo kani neeku baaga echinatlunnaru 4years evvakunda e 3months estunte prajalaki telidu ankuntunnava cbn ni pani close,Negative
2819,that's correct roja garu,Positive
2820,divya vani spoke like a christian prayer speech,Positive
2821,super chapatalu kothala ora nee speech vini chitukuli veyala tdp spoken person ice like comedy actor don't know how to speak,Positive
2822,make sure you remember all these comparisons during the election time,Positive
2823,what do you know about normui divyavani?,Positive
2824,super roja madam it's 100% true who is this divine one !!??? i think another green star,Negative
2825,i think here roja correct,Positive
2826,rojagaru said super ga madam,Positive
2827,stop divyavani,Negative
2828,super roja garu great miru super super super,Positive
2829,"amma divya vani, where did you come from, you brainless brutes",Negative
2830,"yes, he should be beaten, not applauded, he should be beaten for deceiving people",Negative
2831,"space divya vani seems to have been given by you, but it is clearly understood that there is no clarity in it as dwakra.",Positive
2832,"vani garu, you are not talking to say something, what roja garu has said is correct, isn't it?",Positive
2833,"divya's words are softly spoken by west, aunty who stabs her from behind, mother",Neutral
2834,divyavani nv m is talking to you,Positive
2835,thieving words tdp,Neutral
2836,you play your thief,Positive
2837,where did divyagaru go for 4 years?,Negative
2838,divya vani what is your share?,Positive
2839,roja garu 100/ right,Positive
2840,ni bonda ney ni bonda roja is correct with her words,Positive
2841,super divyavani madam,Positive
2842,roja madam you telling 100%correct,Positive
2843,roja akkanuvusupar,Positive
2844,we will see a new society when government schools improve,Positive
2845,for a change ee saaraina manifest chadivi vote veyandi without accepting any note within one year lo change ni gamanisthaaru meerantha money ilaa direct ga vicchalvidiga ivvatam kaakunda proper way lo inka andarki avasaram ayyevidhanga untundi,Negative
2846,oka politician 500 vote ki kharchu petti seat lo vasthe vote ki 1000 sampaadincheki chustaadu chinna logic kooda artam chesukoni prajalu mana indians manam maarali politicians ni titte mundu,Negative
2847,loves you too,Positive
2848,it would be better if divya vani would shut her mouth,Positive
2849,corruption politicians ye kaadu mana prajalu kooda teesukuntunnaru indukee mana india ilaa undi oka manchi understanding lo unnaru politicians and people mera bharath mahaan,Negative
2850,"a man needs first mind maturity, not money, even though 2020 is coming, there are people of our state without any of these (because of 80%).",Negative
2851,he is not giving his money he is giving our money coz he wants to grab the attention of the women if he really wanna do something to women this is not the right way first provide security to women it's more than enough,Negative
2852,"roja said that if there are pictures in the cabin place, how can you do it?",Positive
2853,"there is justice in what roja garu asked, why should he do it in three months if he can't do it in 57 months?",Negative
2854,osay divwani runamfe and public ke full chaydun tadap trap,Negative
2855,avery manchu lachakka's younger sister,Positive
2856,"amma divya vani written down, learn to speak a little naturally with love and then hecharidu.",Positive
2857,420 babu in puku,Negative
2858,"roja, you talk too much, be careful",Positive
2859,runa maapi ledu wast tdp divya vani ki em teludu kani edo matladuthundi konchem kuda nyayam telidu dwakra mahilalanu picholanu chesaru it's true ur wast divya vani stop talking like this please,Negative
2860,roja madam good speech who is amma tu divyavani garu in 2019 jagan anna cm wait and c yaya ji jagan anna,Negative
2861,jai roja ma'am,Positive
2862,roy bit,Positive
2863,"a cabin that believes in rocks, you ask",Positive
2864,"telugu women should be wise to vote for tdp, which is doing business, putting her own family on fire.",Neutral
2865,amma divya vani in tina do sodi api special chategory status agitathione cheremma,Neutral
2866,hey vani haa,Positive
2867,all this is just to show my jewelry (divya,Positive
2868,roja speaks correctly with logic,Positive
2869,none of them would have talked like this if ravan had come,Negative
2870,what do you know about divya vani up politics?,Negative
2871,i like roja,Positive
2872,who is this new character?,Positive
2873,divya vani will your mad stream stop,Negative
2874,what rosa madam said is true,Positive
2875,funny videos,Positive
2876,picchi roja now you want to be an icon but how come you missed comments when jagan sir is doing padayatra you are a time pass politician where you never have ethics,Negative
2877,divyavani lanjamunda,Positive
2878,"unfortunately, chandranna has not yet given saffron to divya's sister, that's why she hasn't put a drop yet.",Positive
2879,divya papa ki appude chain vachesindi neck ki oka press meet ke next meet ki vaddanam guarantee cinema chances lo levani manchi plan vesavu akka kottavu po jock pot cinema vallaki babu manchi package istadu ani neku telisipoinde,Negative
2880,what roja told is true i will support roja the promise they made is fake divya vani u r new to politics pls keep quiet,Positive
2881,roja seems natural divya vani seems comedy ( scripted),Positive
2882,there is another comedian in tdp,Positive
2883,"if divya vani garu speaks, it is like preaching the gospel",Positive
2884,devi garu's main language is good,Positive
2885,1st time roja asked correct question what divyavani is responding no sense not relavent seems cow story we didn't support from centre cnb is brother son etc,Negative
2886,wild baths,Positive
2887,"rose, you stop it, buku",Positive
2888,stop it edava sodi,Negative
2889,what are you?,Positive
2890,"amma divya vani is strong in god, why do you have this thieving politics",Negative
2891,pacha vani,Positive
2892,"shut up, divya vani, how much money are you taking to advertise?",Negative
2893,our people of andhra have seen a lot of thieves like you,Positive
2894,shut up useless,Negative
2895,sister you are muy divine,Positive
2896,"stop mother, how are you saying shamelessly, where have you gone all these days?",Negative
2897,well said roja,Positive
2898,"when chandrababu was told these things, teletha said, ""what's wrong with you?""",Negative
2899,jai is roja's older sister,Positive
2900,100% tdp will win in the upcoming contest,Positive
2901,chandra babu is god of andhra pradesh,Positive
2902,divyavani it is better if you close the top and bottom,Positive
2903,"divya vani, where have you gone all these days, why all this to you",Positive
2904,4 years kali ga undi elections time lo em hamilu istara babu ninnu chusi nerchukovali esari kudaneeku vote vestey ma bathukulu antey papam prajalu esari aina koncham alochinchi vote veyyali,Negative
2905,"papa divya vani now sings ananda, but for these four and a half years, he did not talk about chandrababu's rule. where did you go, what happened?",Neutral
2906,"your channel is the same as telugu desam, if they had criticized ysrcp in this way, the days of believing in your yellow media are gone, guru, we have social media, you have shown how viral and real social media has a future, you should close the channels.",Negative
2907,amma divyavanigaru ap people are crazy because of your opinion they held the bible and spread the word that jesus is the true god and now babu is holding the flag and saying that he is the real leader. yellow saffron checks are only pieces in babugari's political chessboard and how many strange things these ap people have to see!!!,Negative
2908,media mundu kadu meki oka platform undi assembly akkada prasninchandi meki prasninche arhata ledu me party ki only cm is service not ysr garini chusi nerchukondi assembly lo e vidhanga cbn ni niladisado,Negative
2909,what words does roja religion play?,Negative
2910,tdp was,Positive
2911,amma rosamma you should be ashamed to speak,Neutral
2912,"divya, why are you being so harsh with these words?",Negative
2913,my telangana brothers don't think nenu konni nijalu say i love u so much ysr gari rule since inni years tdp vallu what pekindlu em use for people tdp valla ante chandrababu valla ys raja shekhar reddy garu a great person who fought for people my god ys rajasekhar reddy garu,Positive
2914,chandra babu unte development undadu jagan vaste avineethi agadu prajala kashtalu teerche nayakudu evadu ledu ap lo okka ntr tappa jai ntr so choose right one in ur constitution and vote them but careful,Neutral
2915,iai chandra babu,Positive
2916,"even if your uncle is killed, leave tdp and join the people with a party called cabin",Positive
2917,ray ni emma is speaker pkeyandi ray jaffa used to give only one opposition leader's 5mts to speak.,Negative
2918,"oh speaker, my son, don't let me talk about my pictures, my son.",Positive
2919,"when talking about the problems of farmers, there is no time, he says, please remove the speaker first",Negative
2920,orei jaffa jaggu ga he challenged kadara mari stop ra lafut ga don't have the guts to do that and kozza is talking gadu,Negative
2921,tdp is the worst party that uses the needs of the poor for politics except for the yellow saffron tdp who give the cabin before the garbage to anyone.,Negative
2922,"divyavani garu, why do you have politics, saying that god has chosen me, and now politics again in dramas.",Positive
2923,divine vineeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,Positive
2924,"first roja m spoke, what are you talking about, water?",Negative
2925,"roja's killing is something to think about, divyavani garu, who are you and where were you when you were beaten by another vanajakshi, mother?",Positive
2926,we don't need turmeric-kumkum garbage-chedaram divyavani you have no shame that's why you support the incompetents who can't get special status for ap.,Negative
2927,"papa divya vani now sings ananda, but for these four and a half years, he did not tell about chandrababu's rule. where did you go, what happened?",Neutral
2928,"divyavani chandrababu has given me so much. if you have a daughter, if chandrababu gives you the marriage ear, you must be a tdp leader. do you remember your husband of 4 years?",Positive
2929,"oh god, why is this so divine!",Positive
2930,shekar master calling you darling go,Positive
2931,you are right about roja madam,Positive
2932,"amma divya, now you have come into politics, what do you know, mama, it would be better if you shut your mouth a bit, but roja is the one who came from before, so they know what politics is from her, so you should shut up.",Positive
2933,"be careful if you speak wrong about paritala ravi. a bc girl was kidnapped by a woman from a brahmin family and detained in a guest house for 18 days. if vice's family supported him, paritala ravi was punished in public court.",Neutral
2934,good question roja garu,Positive
2935,mam plz stop taking u r holding bible take your testimony,Negative
2936,"telugu country is like the birth place of telugu women. roja's culture is saffron-yellow. she doesn't like such words. roja's language is in her dictionary. peeta sujatha once said that even men can't speak. rakhi sawant is at her level. even if she is taught correct telugu, she should be brought back.",Neutral
2937,"thank you very much for changing, roja spoke very well but divya vani spoke worst lies.",Neutral
2938,"everyone knows the situation of the state, everyone knows that jagan m has no greater hand than chandrababu why roja takes her honor.",Positive
2939,cbn420,Positive
2940,ose divya vani neku christyans eche dabbulu not enough malla political loki vachav povee,Negative
2941,divyana sister i hate u iam also christian but meru devudu ki vethirakamga cbn support chesturanu che first pasupu kukumas pettu ko divyan vani i hate u divya garu,Negative
2942,that roja was a shameless woman,Negative
2943,cbn 420 amen,Positive
2944,rojgrumrukartwatsoon,Positive
2945,roj is correct ysar jagan kam vani garu,Positive
2946,two bonds bought dee,Negative
2947,"did divya vani come yesterday or the other day, why is your mother beating the drum to tdp",Negative
2948,maye vani did a good tdp bhajan for me. next setting set me a good bhajan chai,Positive
2949,"yes, remember before the elections? in your guise",Positive
2950,chandrababubagadangadanunlanjadivyavani,Positive
2951,aaputhava dy,Positive
2952,"divyavani you did not get tdp suit, take training correct",Positive
2953,jai divya vani jai tadap,Positive
2954,roja didn't call amma divyavani dwakra women crazy,Negative
2955,divya vani took the serials closed,Negative
2956,"before amma roja navy, it is enough to stay close to the people",Positive
2957,super madam roja,Positive
2958,dj,Positive
2959,"if chandranna did justice to you, he did injustice to everyone",Positive
2960,divyavanigaru still close tamaru's mouth,Positive
2961,nek muye amma roja ni ticket chosuku,Negative
2962,learn to speak from divya vani bocca roja,Positive
2963,"i am a supporter of tdp, but roja ga ri is true",Positive
2964,you are a barking tdp dog,Negative
2965,even though roja garu speaks correctly,Positive
2966,"divyavani garu, you do not rule with crazy words",Negative
2967,jabardasth is very nice program please request you to have some more programs,Positive
2968,roja born and brought up in tdp what she has done when she is with cbn for 10 years,Positive
2969,don't be a mouthful,Positive
2970,divyavani is not ashamed to leave god and get angry again,Positive
2971,"the quail has come, the mic has been put on, the words have also started. look",Positive
2972,divyavani madam you are not speaking correctly,Negative
2973,we got married next to each other,Positive
2974,laxmi prasanna 2,Neutral
2975,i am tdp but what roja said is true,Positive
2976,"what roja spoke is one hundred percent correct, divyavani, please understand",Negative
2977,close the cycle you know in nv tirugu crowd,Positive
2978,moie a lanjya free mp3 download,Positive
2979,"rojakka, why don't you go to jabardast and do politics next to seebum",Negative
2980,"good but, if you put your mouth in the mouth of madam roja, you will also get the virus, be careful",Positive
2981,shut up shut up,Negative
2982,your mother is giving money,Positive
2983,"osei is giving money to the people who are working hard, they are making the people who work hard not to know the value of that hard work. your father's money, your mother's money will be distributed to the people. that means which chief minister will take a thousand rupees from our blood",Negative
2984,no one can be not doing comment to support to divyavani and chandrababu next elections lo tdp pakka fassak,Negative
2985,divya vani garu practices well and does not speak,Positive
2986,moscow diva,Positive
2987,gammona vundaoi,Positive
2988,don't trust chandrababu ka paul better than him,Negative
2989,"we want jagan's brother, we want daraj's sister",Positive
2990,ammo,Positive
2991,amma diwaivani gave a good try,Positive
2992,divya vani tdp got a new beg,Positive
2993,"divyavani came to tdp before you, think about where are kavitha and vani vishwanadh who spoke like this.",Positive
2994,amma dhavayavani appu,Neutral
2995,"4 what are you doing for 8 years? can you still give me time? what did you say before becoming the cm of the cabin? what are you saying after becoming the cm? otherwise, your eyes are closed, divya vani garu.",Positive
2996,super roja madam,Positive
2997,divyavani pove kukkaaaa you can't even speak why you politics,Negative
2998,"where have you gone so far, divya?",Positive
2999,roja is correct though,Positive
3000,one should learn to speak the divine voice first,Positive
3001,people should think once roja garu asking about the failures but tdp divya vani garu just going on personal and just rotating the story instead of answering the straight question why they are unable to do all these years and why only on just before elections,Negative
3002,dv you are nomatch to our dynamic leader and fireband roja garu she earns respect with her commitment and cause not unlike you who seeks quick bucks,Positive
3003,ok anti,Positive
3004,divyavani garu you should be honest support the truth not the untruth,Positive
3005,"if you do tdp, it is called waste tdp",Negative
3006,you two shut up,Negative
3007,vani garu used to stop,Negative
3008,roja good,Positive
3009,ippati varaku am chesaru rastra abhivrudhi kosam ippudu elections vasthunnayani mee donga natakalu start chesaru anthe kani rastra abhivruddi korukune mohalena meevi,Negative
3010,lai divya listen properly and roja says don't talk or you should hit the cabin with a chopper.,Negative
3011,super actinggg andiii,Positive
3012,divivani's politics is west,Positive
3013,who wrote the script divya vani garu,Negative
3014,"divyavani garu chandra babu 2014 navanchi is giving this to this now and now, piction 2000 is being given to this only when the elections come.",Positive
3015,it has been doing so much now for so many years,Positive
3016,"people don't trust tdp people, tdp people are corrupt, cheaters and thieves",Negative
3017,"divya papa directly addressed roja once, you are torn",Negative
3018,amma divyavani nijamga mee chandranna ki dwacra mahilala pyna preme unte chittasudde unte 2014 lo echina mafeene amaluchesevadu eppudila dramalu chesevadu kadu edi prati okka mahilaki ardamavutundi meeru chesina mosam,Negative
3019,ori neee actingoooo,Positive
3020,learn to speak amma vani telugu,Positive
3021,divyavani practices well to be highlighted,Positive
3022,amma thalli - divyavani niku ami teliyadu anni musukoni unte baguntadi niku ami ecchadu antha dabba koduthunnavu picchi picchi ga mataladithe pallu raluthayeeeeeeee divyavani,Negative
3023,who is this divine,Positive
3024,roja madam spoke very well,Positive
3025,diveya garu me tdp west,Positive
3026,madam rosa will you stop,Negative
3027,lauda tdp waste,Negative
3028,"where did kamini go, again a new shipment landed",Negative
3029,"the script is good, put it on youtube again may#2",Positive
3030,tdp sebum 420 gulu divyavani christians paruvu tiyaku,Positive
3031,divyakka you stop sister,Positive
3032,divya vani nv koncham musco,Positive
3033,jai tadap jai kaban jai divyavani,Positive
3034,shoutbloody yellow meditation shut up your comments,Negative
3035,roja said correctly,Positive
3036,her tdp her cbn her tdp her cbn,Positive
3037,amma divya vani people should know whether you are teaching bill or speaking for ora tape party,Negative
3038,i think it's another jasmine flower,Positive
3039,tdp dramas,Positive
3040,divyavani west,Positive
3041,computers,Positive
3042,s roja garu correct,Positive
3043,my nizam said that roja's face is like a chinese stone in front of roja,Negative
3044,"oh god, jesus must save you",Positive
3045,divya vani bloody bitch,Negative
3046,"that party does not speak on behalf of any party, first speak on behalf of people, it will be useful, so don't",Negative
3047,tell me what you did to make the pen 2000 so useful,Positive
3048,"you don't have that much scene, divya vani",Positive
3049,"hamma vani garu, did you just remember chandranannaki may chandrannaku",Negative
3050,"put saffron in front of divya vani, mom and dad",Positive
3051,apavamma divine voice,Positive
3052,divyavani garu saying wrong not wrong is a big mistake please don't do that,Negative
3053,dengue out,Negative
3054,"do you put yellow saffron only before the elections? only before the elections do the unemployed people hear the hunger pangs of the widows? it has already been done. if you really love the people because you think you have won the vote, then continue even after the elections.",Positive
3055,achting chennu annav again achting serials are not that and again this politics is there and you have to pray for the world.,Negative
3056,stop it divya vani,Negative
3057,that's enough d vani said,Positive
3058,ammà diyavani is paid artist,Negative
3059,roja should tell me what mari trs watches are for,Positive
3060,"chandrababu is doing nothing to anyone, your children, your chandrababu, have you seen what chandrababu is doing, are the women of dwakra very happy at home, have you seen the people of the state, are they very happy? once you know, they will drive you to our village.",Negative
3061,roja is 100% right,Positive
3062,osei divya vani turn off eega lokesh's room,Negative
3063,hello medangaru give 10 thousand and talk,Positive
3064,correct rojagaru iam tdp,Positive
3065,when will this divine voice sound like god's child has become a child of babu,Positive
3066,roja madam says truth always she is a such great leader,Positive
3067,tdp is west and west is devyani west,Positive
3068,mm divyavanigaru you should have membership in dwakra then you would have understood what m rojagaru was saying jai vicesar cp jai roja mam,Negative
3069,"divyavani garu said well, roja garu if you don't change yet, you will be well liked",Positive
3070,you've been going for so many days,Positive
3071,tv serial dhaba menu screen patamatalanka current andhra tiger,Positive
3072,"tdp people are making a lot of drama, this is tdp, a party without integrity before elections.",Negative
3073,don't leave amma divya vani mogud and run the family in the party,Positive
3074,rojadi is spreading lies that she can't bear,Negative
3075,divya vani amy did not come in front of the media without your knowledge,Negative
3076,amma divyavani kaasta mu****kunte manchidi intiki velli malli practice ayyi ra roja gaaru emi cheptunnaro anni 100% correct cbn remembers public only during election time rename of liar is cbn it's 10000% correct very pity peoples those who contributed land for capital city cbn and team (relatives and other tdp mlas) doing good real estate biz here,Negative
3077,ji jagan anna ji yesar,Negative
3078,"speak telugu like telugu in front of divyavani garu, not like english, it is difficult for you to stand in front of roja, you are sure to get beaten up.",Neutral
3079,madam divya vani garu we respect you from ur movies u know the reality what is the development tdp is done,Positive
3080,"after all these days, when elections are coming, women are being lured by money. tdp people are the same as our people. it's time for everyone to think and vote.",Positive
3081,dhiwaya vani bokyu dhana seva chai,Positive
3082,no one believes those words,Negative
3083,oci jesus work see diwaya wabi bolli about my son manesi singu leni dana,Positive
3084,"roja, you did not apply your make-up properly",Neutral
3085,roja garu what you said is 100% correct,Positive
3086,chandrababu dagara training enka koncham tisukondi apadalu chapadam enkatraning tisukoli rojagariki nuvu oka paisa kuda panikiravu yandukatea nuvu nijam matladalavu matladanivadu chandrababu,Positive
3087,"what rojagaru said is true, ten thousand is given once, daily wage earners have to skip work and go around the banks, holidays are given near work, who knows all this, you are the real tv divine, but this politics is like you are not answering it, it is like praying.",Negative
3088,will you turn down the divine voice a bit,Positive
3089,who is this new actor trying to counter raja ?////,Negative
3090,amma divya vani cabin nammadu tali,Neutral
3091,noor me divya,Positive
3092,well said rojagaru,Positive
3093,roja garu very strong,Positive
3094,divya vani what do you know?,Positive
3095,"when did you come and teach roja, do you know that roja has been there for all these years, abibbo, you are over acting as if you have given tdp.",Negative
3096,one before,Negative
3097,divya should close her mouth,Neutral
3098,"have you come to your senses now, people, tdp for you?",Positive
3099,as a thief,Positive
3100,jeitdp,Positive
3101,420 tdp,Positive
3102,every day gary boring jagrath,Negative
3103,enta sepu kendram emi ivaledani prävetäv tappitey asalu mana state revenue tho intha urgent ga capital construct cheesey tondaremundhi adhi temporary building s 10 years time unte hyd vadilise vachesi ippudemo elaga karma ra babu oka pakka govt land ongole lo undhi ani report istey amaravati lo rythulu deggqra konkukovalasina panemundhi karma ra nayana,Negative
3104,"no matter what vani garu says, everyone is a thief. the reason why you talk so much is because of elections",Negative
3105,jet ikkthini yamini,Negative
3106,tdp lo cinema brokers unnaru meatings ki elections time lo dimputharu vallu nalugu rojulu vagutharu money tesukoni pothuntaru vellanu evvaru pattinchukovsaram ledu,Negative
3107,divine voice that shuts up is good for you,Positive
3108,"it is said that chandrababu used to take rs 700,000 per month under the guise of loan forgiveness.",Negative
3109,roj sunuuper divyvani vaxist,Negative
3110,her her ysrcp,Positive
3111,ee roja donga munda deeniki pani emilwdu neeku cigguledu noru muyyara panikirani matalu new donga natakal u hai divyavani garu hats of your speech,Negative
3112,i am pakka tdp but i agree on roja mam words super roja mam,Negative
3113,rojareddy's correct amichchade chandralu,Positive
3114,roja super super super super super,Positive
3115,divyavani daily is correct,Positive
3116,roja queen character divyavani vamp character,Positive
3117,divyavani has no right to speak,Negative
3118,divya madam first you learn telugu where have you been all these years you are gossiping no matter how much bhajan you do what is the matter,Positive
3119,rosa sister you are super,Positive
3120,divya garu keep rocking,Positive
3121,home minister in futurrr,Positive
3122,west rojaa we noruuu chiiiiii,Negative
3123,jesus please save divyavani she is that sinner and shem him,Negative
3124,ae divya kiya andi new comedy ka paul shes ah kompathisi,Positive
3125,"you are saying that you have not given these days, when the elections are coming, you are giving the same amount as the govt.",Negative
3126,what divya said is right !!!,Positive
3127,"the dsc given now is also in the same situation, the unemployed have been used, how much money has come to the treasury",Negative
3128,amma roja neeku pedda namaskaram ok na nvu ivagalava spot 10000 isthava neeku antha seenu ledu la ok na nv mundhu jabardasth ki velipo nv kuda oka mla chi me govt vachina ame pikleru,Negative
3129,"for this tdp party, it seems that there is no difference between self-respect and self-destruction.",Positive
3130,ni closed moscow divyabani,Negative
3131,"divya vani antelusamma, except for the tdp bhajan, i never spoke before you",Positive
3132,miss roja is really good fire,Positive
3133,divva vani garu is this not a church? why are you wallowing in the mire of royalty? are you worthy of god's children? miru is doing the same mistake saul did on karma ?hahahahaha,Negative
3134,<b>roja chalu amma ni nithulu</b>,Neutral
3135,nuru musuko dhivya vani,Positive
3136,"divya can't speak? bhajan yandukamma roja asked, just stright and say",Negative
3137,"what roja balisinda you won't do, if tdp does it, you don't agree, shut up and stop",Negative
3138,divya vani says that bill is speaking in the church,Positive
3139,for her ysrcp,Positive
3140,avarina anthe roja aunty kadani avarannaru velli modi ni congress lo ys rajasekar reddy alane chesaru prathi ratram lo alane pakkana telagana lo rythu bandu alane divya vani garu correct,Positive
3141,roja garu watch after d,Negative
3142,hey divyavani nuvepu jo8n yaou tdp,Positive
3143,what pain do you have?,Negative
3144,roja garu what your saying exactly correct,Positive
3145,money is not the same without funds,Negative
3146,roja worst speech,Negative
3147,divya vani will give me the seat and tdp will be vacant,Neutral
3148,rosamma's words are west,Negative
3149,tdp vest tdp,Positive
3150,roja is gret madam,Positive
3151,"roja, you are really nora or penta, you are mogudu who left you for speaking so crudely, india",Negative
3152,bringing a loan and distributing it!,Positive
3153,ammo who is mother you are the divine voice you are the mother of the goddess,Positive
3154,roja always great,Positive
3155,son,Positive
3156,the words are like vammo divya singing songs in the church,Negative
3157,"part roja, are you the real adani? go ahead and laugh at the pitching jokes in jabardasth.",Negative
3158,"amma's mother is new to you, you are the worst in tdp, the biggest cheater is yellow saffron and they still cheated.",Negative
3159,daily voter,Positive
3160,amma divyavani garu if god is used well for god then god will be pleased but if you try to make people happy then god will not be happy try to glorify god not men.,Neutral
3161,roja spoke very well,Positive
3162,intake who never saw this pied artist divyavani,Negative
3163,"roja, you have spoken correctly",Positive
3164,divya garu u must need to consult aa mental hospital,Positive
3165,divyavani sounds like a lady preacher with high stress pronunciation of telugu words hahahaha,Negative
3166,take a strong dose of vesco,Positive
3167,"no matter what rosamma does to you, is it wrong?? you are getting money in jabardast, you have done many programs and become a business woman.",Negative
3168,ur right madam divya not so much scene,Positive
3169,super well said roja,Positive
3170,we know very well about paritas of divya garu,Positive
3171,divya vani garu is telling you the message you need,Positive
3172,roja is good tdp party cheating party,Positive
3173,"roja said correctly, i don't know your mother's name, but chandrababu's ticket was taken, you are art, that's it, stop, stop, people said so well about parita",Negative
